address,bathrooms,change,country,description,detailedType,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasStaging,hasVideo,highlight,latitude,longitude,municipality,neighborhood,newDevelopment,newDevelopmentFinished,newDevelopmentHighlight,notes,numPhotos,operation,parkingSpace,price,priceByArea,priceInfo,propertyCode,propertyType,province,query_district_id,rooms,savedAd,showAddress,size,status,suggestedTexts,thumbnail,topNewDevelopment,topPlus,url
calle de Balmes,3,{},es,"Este piso de 170 m² construidos ofrece una distribución inteligente y equilibrada que separa claramente la zona de día y la zona de noche, proporcionando privacidad y confort en cada rincón del hogar. La zona de día acoge un amplio salón-comedor con una excelente entrada de luz natural, ideal para el disfrute en familia o para recibir invitados. La cocina independiente, de generosas dimensiones, está equipada con estufa de gas, ofreciendo un espacio funcional y cómodo para quienes disfrutan del arte de cocinar. La zona de noche se orienta hacia un silencioso patio interior de manzana, lo que garantiza tranquilidad y descanso. Cuenta con cinco habitaciones bien proporcionadas y tres baños completos, lo que permite adaptar el espacio a las necesidades de familias exigentes o profesionales que busquen amplitud y flexibilidad. El piso se entrega completamente reformado, con materiales de alta calidad: parquet de madera natural a estrenar, paredes recién pintadas, ventanas con doble acristalamiento para una óptima insonorización y sistema de aire acondicionado por splits. La finca dispone de ascensor, servicio de conserjería y trastero. Una propiedad lista para entrar a vivir, donde el confort contemporáneo se une al encanto de un barrio residencial con historia, carácter y una calidad de vida inmejorable.",{'typology': 'flat'},942,Sarrià-Sant Gervasi,True,3696,4,True,False,True,True,True,True,{'groupDescription': 'Top+'},41.4039029,2.1434846,Barcelona,Sant Gervasi - Galvany,False,,False,[],38,sale,,1290000.0,6862.0,"{'price': {'amount': 1290000.0, 'currencySuffix': '€'}}",108465800,flat,Barcelona,6,5,{},False,188.0,good,"{'subtitle': 'Sant Gervasi - Galvany, Barcelona', 'title': 'Piso en calle de Balmes'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/67/66/1364276428.webp,False,True,https://www.idealista.com/inmueble/108465800/
calle de Ferran Puig,2,{},es,"Vivienda reformada con diseño contemporáneo y acabados premium. Singular Properties presenta esta propiedad completamente renovada y lista para entrar a vivir. Ubicada en una finca cuidada, en una zona bien conectada, esta vivienda ha sido diseñada con un enfoque moderno, funcional y sofisticado, pensada para quienes valoran el confort y la calidad en cada detalle. Con una superficie generosa y una distribución inteligente, el inmueble ofrece cuatro amplios dormitorios dobles, tres de ellos exteriores, lo que garantiza una excelente entrada de luz natural durante todo el día. La suite principal cuenta con baño privado, aportando privacidad y comodidad. El corazón de la vivienda es su gran salón-comedor con cocina integrada, un espacio abierto y acogedor que invita al disfrute diario y a la vida en familia. La entrada se realiza a través de un vestíbulo amplio que añade carácter y funcionalidad al conjunto. Dispone de dos baños completos con acabados contemporáneos y un trastero privado dentro de la propia vivienda, perfecto para mantener todo en orden sin renunciar al espacio. Una oportunidad excepcional para estrenar hogar con diseño y confort de alto nivel. ¡Contáctanos para más información o concertar una visita privada!",{'typology': 'flat'},929,Sarrià-Sant Gervasi,True,SP190SD,1,True,False,True,True,False,True,{'groupDescription': 'Top+'},41.4108024,2.1440801,Barcelona,El Putxet i el Farró,False,,False,[],39,sale,,659000.0,5681.0,"{'price': {'amount': 659000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 689000.0, 'priceDropValue': 30000, 'priceDropPercentage': 4}}}",107333454,flat,Barcelona,6,4,{},False,116.0,good,"{'subtitle': 'El Putxet i el Farró, Barcelona', 'title': 'Piso en calle de Ferran Puig'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/f4/ab/1388166494.webp,False,True,https://www.idealista.com/inmueble/107333454/
calle de Marià Cubí,3,{},es,"Maravilloso dúplex con terraza y parking en edificio moderno. Esta vivienda dúplex de 159 m2 construidos interiores y terraza de 40,5 m2 se sitúa en un edificio construido en 2020 en el prestigioso barrio de Galvany. Es una amplia propiedad muy luminosa y funcional, con acabados de alta calidad, que se adapta a tu estilo de vida en una de las zonas más exclusivas de la ciudad y para mayor comodidad incluye una plaza de parking y un trastero. El piso está en la planta baja del edificio y se distribuye en 2 plantas. La planta baja tiene 85,5 m2 construidos interiores y la espectacular terraza con orientación sur y Sol todo el día. Es el lugar perfecto para crear varios ambientes a tu gusto, desde zona de barbacoa y comedor hasta zona chill out, y disfrutar al aire libre de amenas reuniones o simplemente descansar. En el interior, encontramos un gran salón-comedor con cocina abierta e isla central, un despacho abierto ideal para teletrabajar y un aseo de cortesía. La planta superior tiene 73,6 m2 construidos y 3 habitaciones. Alberga un dormitorio en suite con cuarto de baño privado, un dormitorio doble, un dormitorio individual y un cuarto de baño independiente. Todas las habitaciones son exteriores y muy luminosas. Además, hay una zona polivalente perfecta como espacio de almacenaje o vestidor. La vivienda está equipada con suelo de mármol y de parquet, aire acondicionado frío/calor por conductos, electrodomésticos integrados Siemens, iluminación Led, ventanas con aislamiento acústico y térmico, persianas eléctricas y armarios empotrados. El edificio tiene ascensor y acceso adaptado para personas con movilidad reducida. Galvany, uno de los barrios más elegantes de Barcelona, ofrece una calidad de vida excepcional. Sus calles tranquilas, llenas de comercios locales, cafés con encanto y mercados tradicionales crean un ambiente acogedor y sofisticado. Además, su excelente conexión con el transporte público permite llegar fácilmente a cualquier punto de la ciudad mediante Ferrocarrils de la Generalitat o bus. Estar tan cerca del barrio de Gràcia añade un atractivo extra: a pocos minutos se puede disfrutar de su ambiente bohemio, plazas animadas y vida cultural. Galvany combina la serenidad residencial con la energía creativa de Gràcia, formando un entorno ideal para vivir. No dudes en contactar con Bcn Advisors para visitar esta propiedad. En nuestra web encontrarás muchos más inmuebles que los publicados aquí y además disponemos de un amplio catálogo privado de propiedades que pueden ajustarse a lo que estás buscando.","{'typology': 'flat', 'subTypology': 'duplex'}",953,Sarrià-Sant Gervasi,True,BCN076670010,bj,False,False,True,True,False,False,{'groupDescription': 'Top+'},41.3984903,2.1526052,Barcelona,Sant Gervasi - Galvany,False,,False,[],44,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1475000.0,7375.0,"{'price': {'amount': 1475000.0, 'currencySuffix': '€'}}",109866443,duplex,Barcelona,6,3,{},False,200.0,good,"{'subtitle': 'Sant Gervasi - Galvany, Barcelona', 'title': 'Dúplex en calle de Marià Cubí'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/cd/40/1388895146.webp,False,True,https://www.idealista.com/inmueble/109866443/
Barrio La Salut,3,{},es,"DUPLEX/TRAVESERA DE DALT. Septima y octava planta,distribuidos de manera funcional y acogedora. Al entrar, nos encontramos con un amplio hall que da acceso a un baño de invitados, una habitacion doble exterior a la terraza y un cuarto de plancha, que a su vez da acceso a una increible cocina office, con acceso al salon y a un pequeño balcon. El salon comedor en 2 ambientes, exteriores a una de las terrazas, tiene acceso desde el hall y la cocina, una chimenea separa los 2 ambientes.  Desde el hall, accedemos a una escalera de diseño que nos lleva al duplex, desde un distribuidor accedemos a 2 habitaciones dobles con acceso a otra terraza. y ademas accederemos a la impresionante habitacion principal, exterior a la terraza y con un gran baño en suiite, con bañera de hidromasaje, ducha, vestidor y sanitarios separados. La vivienda cuenta con 4 balcónes que ofrece vistas al mar, ademas de 2 terrazas con unas vistas privilegiadas. Todo el inmueble se encuentra en óptimas condiciones, listo para entrar a vivir, manteniendo un estilo acogedor que combina modernidad y calidez. El duplex ademas cuenta con 2 plazas de aparcamiento. El barrio alto de Gracia ofrece un ambiente vibrante que combina tradición y modernidad. Aquí podrás encontrar una variedad de servicios y comercios locales, así como mercados emblemáticos como el Mercat de la Llibertat, donde podrás disfrutar de productos frescos y locales. La zona también cuenta con diversas opciones de ocio, como cafeterías, restaurantes y espacios culturales que enriquecen la vida del barrio. Los colegios cercanos ofrecen opciones educativas de calidad, lo que hace de este lugar un sitio ideal para familias. En cuanto a medios de transporte, la comunicación es excelente, con varias paradas de metro (L3) y autobuses que conectan con el centro de Barcelona y otras áreas de la ciudad, facilitando la movilidad a los residentes. En definitiva, este inmueble es una oportunidad única para vivir en un entorno acogedor y práctico, perfectos para disfrutar de todo lo que ofrece Gracia. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).  PARA PROPIETARIOS:  1.¿Necesitas vender para comprar? donpiso puede comprar tu casa entregándote el 10% en 48 horas y el resto ante Notario.  2. ¿Problemas económicos? Te ayudamos entregándote una cantidad pactada cada mes mientras vendemos tu casa. Sin gastos de ningún tipo.  3. ¿Vendes un piso con hipoteca? mientras gestionamos la venta, te adelantamos la cuota mensual.  4. ¿Reformas? al mejor precio y te las financiamos dentro de la hipoteca.  5. ¿La mejor hipoteca? en donpiso la encuentras y con condiciones preferentes.  6. ¿Herencias y divorcios? te ayudamos y coordinamos todo.  Infórmate:.","{'typology': 'flat', 'subTypology': 'duplex'}",481,Gràcia,True,297963,7,True,False,True,True,False,False,{'groupDescription': 'Top+'},41.4109932,2.1562459,Barcelona,La Salut,False,,False,[],39,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1200000.0,5042.0,"{'price': {'amount': 1200000.0, 'currencySuffix': '€'}}",109738998,duplex,Barcelona,6,4,{},False,238.0,good,"{'subtitle': 'La Salut, Barcelona', 'title': 'Dúplex'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/c7/05/1384103737.webp,False,True,https://www.idealista.com/inmueble/109738998/
calle de Marià Cubí,3,{},es,"Espectacular vivienda reformada en el corazón de Galvany, orientada al sur, con sol y luz durante todo el día. Presentamos esta vivienda completamente reformada de casi 200 m² y una gran terraza soleada a pie del salón de 40 m², donde poder ubicar muebles de exterior, sofás, sillones, zona chill-out, barbacoa y múltiples opciones para disfrutar en familia. Está ubicada junto al encantador parque de Monterols, en pleno centro de Galvany. Se trata de una propiedad muy luminosa y soleada, en una elegante finca regia totalmente restaurada en 2020, con todas las comodidades modernas. Cuenta con grandes cristaleras con triple acristalamiento y persianas eléctricas. Esta pieza única destaca por su amplitud, luminosidad y acabados de alta calidad en un entorno residencial privilegiado. Al acceder al inmueble, nos recibe un amplio salón-comedor con cocina abierta, un espacio diáfano e ideal para disfrutar en familia. Desde esta zona se accede directamente a la gran terraza soleada, perfecta para relajarse, tomar el sol o disfrutar de agradables cenas al aire libre en verano. En esta misma planta encontramos también un despacho y un baño completo, ideal como aseo de cortesía. En la planta superior se encuentran tres habitaciones exteriores, todas con abundante luz natural y vistas a la terraza, además de dos baños completos que dan servicio a estas estancias. Esta planta cuenta también con un espacio multifuncional, perfecto como vestidor o zona de almacenaje. La vivienda dispone de trastero y de una amplia plaza de aparcamiento en la misma finca. El edificio cuenta con ascensor y accesos adaptados para personas con movilidad reducida. Situada en pleno corazón de Galvany, la propiedad está rodeada de comercios, boutiques, restaurantes y parques, a pocos minutos de la Plaça Adrià y del parc de Monterols. Finca reformada con materiales de primera calidad, cuidadosamente seleccionados para aportar un toque de elegancia, confort y distinción — características poco comunes incluso en esta exclusiva zona de Barcelona. Visite esta joya de la mano de Singular Properties.","{'typology': 'flat', 'subTypology': 'duplex'}",962,Sarrià-Sant Gervasi,True,SP209NE,2,True,False,True,True,False,True,{'groupDescription': 'Top+'},41.3987904,2.1503549,Barcelona,Sant Gervasi - Galvany,False,,False,[],38,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1475000.0,8194.0,"{'price': {'amount': 1475000.0, 'currencySuffix': '€'}}",109800505,duplex,Barcelona,6,3,{},False,180.0,good,"{'subtitle': 'Sant Gervasi - Galvany, Barcelona', 'title': 'Dúplex en calle de Marià Cubí'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/94/b2/1387261653.webp,False,True,https://www.idealista.com/inmueble/109800505/
calle de Saragossa,2,{},es,"Vivienda en venta situada en Barcelona, concreta en la distinguida zona de Sarrià-Sant Gervasi, un distrito de alto valor residencial y conectividad. Dispone de 120,00 m² de superficie construida y una terraza de 30,00 m2 que amplían el confort y el uso exterior de la vivienda. Se trata de una planta baja de estilo ingles que ofrece salón, cocina y comedor en una misma planta. Tras escalera y visto, un altillo con habitación principal con cuarto de baño y vestidor en suite.  Tras el amplio ventanal del salón que permite una gran entrada de luz natural tenemos un patio propio y cuadrado de 30m² y con una segunda vivienda enfrentada, también en dos alturas que ofrece dos habitaciones dobles con armarios, un completo cuarto de baño y salita común.  Se trata sin duda de una pieza especialísima con muchísimas posibilidades.  La vivienda cuenta con calefacción de gas natural y una chimenea que aporta calidez en los meses más fríos, manteniendo un ambiente práctico y acogedor. El conjunto se completa con lavadero y sistemas de agua, luz y gas en perfecto estado de funcionamiento para una movilidad y uso inmediato. La ubicación en Sarrià-Sant Gervasi ofrece una oferta de servicios, comercio y ocio de alto nivel, con acceso inmediato a transportes y vías de salida de la ciudad. En los alrededores hay colegios, centros de salud, supermercados y restaurantes de referencia, así como zonas verdes y parques que invitan a caminar o practicar pequeñas actividades al aire libre. Esta área combina la tranquilidad de una residencia consolidada con la comodidad de estar bien conectado con el centro de Barcelona y con las principales arterias de la ciudad. Además, la proximidad a avenidas principales facilita desplazamientos rápidos hacia la zona alta, la Diagonal y las principales arterias de la ciudad. Es una zona que mantiene un perfil de mercado estable, con demanda sostenida y buena revalorización a medio y largo plazo. Se trata de una oportunidad para adquirir una vivienda amplia y versátil, lista para adaptar a tus necesidades sin renunciar a la calidad de un entorno consolidado. Si buscas un inmueble con carácter, bien conservado y con exteriores, esta opción destaca por su balance entre tamaño, distribución y aprovechamiento de la terraza. Contacta para concertar una visita y comprobar de primera mano los acabados, la luminosidad y la sensación de amplitud que ofrece esta propiedad. Te esperamos para mostrarte los detalles de la distribución, la eficiencia de los servicios y las posibilidades de personalización que encaja con tu proyecto de hogar o inversión. .",{'typology': 'flat'},819,Sarrià-Sant Gervasi,True,16291,bj,True,False,True,True,False,True,{'groupDescription': 'Top+'},41.4039969,2.1450228,Barcelona,El Putxet i el Farró,False,,False,[],29,sale,,790000.0,6583.0,"{'price': {'amount': 790000.0, 'currencySuffix': '€'}}",109532498,flat,Barcelona,6,3,{},False,120.0,good,"{'subtitle': 'El Putxet i el Farró, Barcelona', 'title': 'Piso en calle de Saragossa'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/48/62/1377551979.webp,False,True,https://www.idealista.com/inmueble/109532498/
Barrio Sant Gervasi - Galvany,2,{},es,"Excelente oportunidad en finca Regia. Se trata de espacios con grandes posibilidades de reforma, exteriores y que ofrecerán generoso salón comedor, cocina independiente o bien integrada a salón y tres habitaciones con dos baños.  Ubicación prime en una de las zonas más demandadas: Galvany Apostamos por respuestas rápidas, documentación clara y asesoramiento personalizado para avanzar con seguridad en tu decisión de compra. Si buscas una opción sólida en una ubicación privilegiada, este inmueble ofrece una base excelente para desarrollar tus proyectos de vivienda o inversión, sin perder de vista la comodidad diaria y la revalorización potencial en un barrio tan consolidado.",{'typology': 'flat'},732,Sarrià-Sant Gervasi,True,16284,1,True,False,True,True,False,True,{'groupDescription': 'Top+'},41.4005872,2.1520145,Barcelona,Sant Gervasi - Galvany,False,,False,[],21,sale,,610000.0,6630.0,"{'price': {'amount': 610000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 620000.0, 'priceDropValue': 10000, 'priceDropPercentage': 2}}}",109524159,flat,Barcelona,6,3,{},False,92.0,renew,"{'subtitle': 'Sant Gervasi - Galvany, Barcelona', 'title': 'Piso'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/91/4e/1383955808.webp,False,True,https://www.idealista.com/inmueble/109524159/
calle del Torrent de les Flors,2,{},es,"Encantador piso reformado junto a la Plaza Trias i Rovira, con vistas a un precioso jardín Ubicado en una de las zonas más agradables de Gràcia, este luminoso piso de 76 m² construidos destaca por su excelente distribución, pensada para adaptarse al estilo de vida actual. Situado en un entresuelo (primer piso real), orientado al Este, disfruta de sol por las mañanas y de una tranquilidad excepcional, con vistas despejadas a un frondoso jardín. La vivienda ha sido reformada con gusto y atención a cada detalle, utilizando materiales de alta calidad y una cuidada iluminación que aporta calidez y armonía a todos los espacios. Distribución: Amplio salón con salida a un balcón abierto de 9 m², perfecto para disfrutar del exterior. Cocina independiente, espaciosa y totalmente equipada con electrodomésticos Miele. Habitación principal en suite con vestidor. Segunda habitación doble con baño/ducha independiente. Zona de despacho o home office. Área de lavandería. Los suelos de parquet de roble y la cuidada iluminación realzan la sensación de confort en todo el piso. La finca, construida en 1949, dispone de ascensor, y cuenta con ITE favorable hasta 2029, cédula de habitabilidad y certificado energético (CEE) en vigor. En la finca contigua existe la posibilidad de alquilar plaza de parking. Una gran oportunidad para vivir o invertir en una de las zonas más buscadas de Barcelona: tranquila, verde y muy bien comunicada.",{'typology': 'flat'},554,Gràcia,True,,en,True,False,True,True,False,True,{'groupDescription': 'Top+'},41.4100129,2.1593054,Barcelona,Vila de Gràcia,False,,False,[],43,sale,,550000.0,7237.0,"{'price': {'amount': 550000.0, 'currencySuffix': '€'}}",109667364,flat,Barcelona,6,2,{},False,76.0,good,"{'subtitle': 'Vila de Gràcia, Barcelona', 'title': 'Piso en calle del Torrent de les Flors'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/dd/9a/1381868394.webp,False,True,https://www.idealista.com/inmueble/109667364/
calle de Coïmbra,1,{},es,"Oportunidad única en el encantador y residencial barrio de Horta. Te presentamos este practico piso de 70 m², situado en una de las zonas más tranquilas y acogedoras del barrio de Horta. Con una distribución funcional y llena de luz natural, este hogar es ideal para familias o parejas que buscan confort y comodidad en la ciudad, y esta situado en una 3ª planta real con ASCENSOR, en una finca en perfecto estado general de mantenimiento. Este piso tiene una superficie de 70 m² y ofrece una excelente distribución que maximiza el aprovechamiento del espacio. Cuenta con 3 habitaciones luminosas, 2 dobles y una individual, ideales para descansar y disfrutar de la tranquilidad. Un baño completo equipado con ducha y todos los servicios necesarios, junto con una cocina independiente con muchas posibilidades de modificación. El salón es un espacio también muy luminoso donde relajarte o recibir a tus amigos y familiares. Cuenta con suelos de cerámica, algunas ventanas de aluminio con doble cristal que garantizan un buen aislamiento, calefacción individual por radiadores y altillo.  Situado en el corazón de Horta, la finca se encuentra cerca de transporte público, tiendas, escuelas y abundantes zonas verdes como el conocido Parque del Laberinto, el parque más antiguo de la ciudad con jardines cuidadosamente diseñados y senderos para pasear y un laberinto de cipreses que es perfecto para disfrutar de un día al aire libre. Disfrutarás sin duda de la amplia oferta gastronómica y cultural que el barrio ofrece. Horta es conocida por su ambiente acogedor y su rica historia. Se caracteriza por sus calles tranquilas y sus plazas llenas de vida, donde los vecinos se reúnen para disfrutar de la comunidad. La zona está llena de encanto, con edificios de arquitectura tradicional y pequeños comercios que aportan un toque auténtico a la vida cotidiana.  No dejes pasar esta oportunidad de vivir en uno de los barrios más auténticos de Barcelona. ¡Contáctanos para más información y para visitar tu futuro hogar!",{'typology': 'flat'},565,Horta Guinardó,True,V3240JA,2,False,False,True,False,False,False,{'groupDescription': 'Top+'},41.4335556,2.1560122,Barcelona,Horta,False,,False,[],27,sale,,259000.0,3700.0,"{'price': {'amount': 259000.0, 'currencySuffix': '€'}}",109509137,flat,Barcelona,7,3,{},False,70.0,good,"{'subtitle': 'Horta, Barcelona', 'title': 'Piso en calle de Coïmbra'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/07/29/1387524023.webp,False,True,https://www.idealista.com/inmueble/109509137/
Passatge d'Arenys,1,{},es,"Estudio de un solo ambiente situado en el sobreático de una finca con ascensor, que goza de una gran terraza privada con vistas únicas en Vall d’Hebron ¿Sueñas con un espacio luminoso, con vistas despejadas y una gran terraza privada? Este encantador estudio en sobreático con ascensor te ofrece todo eso y más. Con 21 m² según catastro y una espectacular terraza privada de 18 m², disfrutarás de un ambiente diáfano, lleno de luz natural, perfecto para relajarte o compartir momentos al aire libre. Imagina desayunar cada mañana con el sol de la montaña, almorzar con vistas a la ciudad o disfrutar de una cena al atardecer en un entorno tranquilo y saludable, en plena Vall d’Hebron. Además, la ubicación es inmejorable: excelente comunicación en transporte público, con metro y varias líneas de autobús a pocos minutos. � Ideal como inversión o como espacio de ocio personal. ¡No dejes pasar esta oportunidad! Tu estudio con terraza y vistas privilegiadas te está esperando.     Los gastos e impuestos de la compraventa no están incluidos en el precio. Los muebles y objetos personales que pudieran aparecer en las fotografías no están incluidos. ¿NECESITAS VENDER PARA PODER COMPRAR? Contacta con nosotros para valorar tu inmueble y ofrecerte las mejores opciones. CONSIGUE LAS MEJORES CONDICIONES EN TU HIPOTECA: Nuestros gestores financieros te asesorarán para elegir la hipoteca que mejor te convenga.  Producto exclusivo de Apialia Marbà, immobiliaris des de 1935.","{'typology': 'flat', 'subTypology': 'penthouse'}",724,Horta Guinardó,True,FMV-AR94SA,6,True,False,True,True,False,False,{'groupDescription': 'Top'},41.424638,2.1465428,Barcelona,La Teixonera,False,,False,[],15,sale,,150000.0,7143.0,"{'price': {'amount': 150000.0, 'currencySuffix': '€'}}",109579889,penthouse,Barcelona,7,1,{},False,21.0,good,"{'subtitle': 'La Teixonera, Barcelona', 'title': ""Ático en Passatge d'Arenys""}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/55/51/1379055341.webp,False,False,https://www.idealista.com/inmueble/109579889/
calle d'Horta,1,{},es,"Casa con encanto, junto a Plaça Eivissa ¡ NO COBRAMOS HONORARIOS AL COMPRADOR! Bonita casa de 92m2 en tres plantas y una terraza de 25 metros en la tercera planta. La planta baja, tiene el salón y la cocina, la cual necesita actualizar. Subimos al primer piso y tenemos el baño principal. Seguimos a la segunda planta, donde tenemos la habitación principal de 24 m2 que podria convertirse en dos habitaciones, con sus techos de vigas de madera y armario empotrado. Tenemos un segundo salón, que podría convertirse en otra habitación y con acceso a la gran terraza de 25 m2, con orientación sur y sol todo el día. La casa fue reformada en 2005, se revisaron todas las vigas y la estructura de toda la casa. Suelos de madera y laminados. Calefacción con radiadores con caldera de gas. La propiedad se encuentra en uno de los mejores barrios residenciales de Barcelona, el cual mantiene su esencia de la vida de pueblo, pero estando dentro de una gran ciudad. La calle es semipeatonal, y solo pasan los coches de servicios o de vecinos, lo cual da una gran tranquilidad. Justo al lado está la muy conocida Plaça Eivissa, con sus bares y terrazas. Estamos situados a sólo una calle, del principal centro comercial del barrio, formado por Paseo Maragall y Calle Tajo, donde dispones de un impresionante Mercado tradicional y de todo tipo de comercios y servicios. Dispone de la L5 del Metro, para llegar al centro de la ciudad y varias líneas de autobús, está a 5 minutos de la Ronda de Dalt, para sus salidas en coche y el túnel de la Rovira, para ir al centro en un momento, con lo que no tendrá ningún problema en sus desplazamientos. A cinco minutos a pie, dispone del Parque del Turó de la Peira. Horta es un barrio histórico y encantador situado en el distrito de Horta-Guinardó, en la ciudad de Barcelona. Conocido por su ambiente tranquilo y su carácter residencial, Horta combina la esencia de un antiguo pueblo catalán con las comodidades modernas de la ciudad. 1. **Historia y Encanto Tradicional:** - Horta tiene raíces históricas que se remontan a la época medieval, cuando era un pueblo independiente antes de ser anexado a Barcelona en 1904. - Sus calles estrechas, plazas acogedoras y casas bajas conservan un aire de pueblo que contrasta con otras zonas más urbanizadas de la ciudad. 2. **Parques y Naturaleza:** - Horta está rodeado de espacios verdes. El **Parque del Laberinto de Horta**, un jardín histórico y uno de los más antiguos de la ciudad, es un lugar emblemático. Incluye un laberinto de cipreses, estatuas clásicas y fuentes. - También está cerca de la **Serra de Collserola**, ofreciendo rutas de senderismo y vistas panorámicas de Barcelona. 3. **Vida Local y Cultural:** - Es un barrio con una marcada identidad local, donde las tradiciones catalanas todavía se viven intensamente, especialmente durante las fiestas mayores del barrio. - El mercado de Horta es un punto central para los residentes, con una amplia oferta de productos frescos. 4. **Arquitectura:** - En Horta se pueden encontrar ejemplos de arquitectura modernista, como algunas casas y edificios diseñados durante el auge de este estilo en Cataluña. - También destacan las antiguas masías, testimonio de su pasado rural. 5. **Ambiente Familiar:** - Es conocido por ser un barrio tranquilo y seguro, ideal para familias y personas que buscan un ritmo de vida más pausado dentro de la ciudad. 6. **Conexiones y Acceso:** - Aunque conserva su ambiente relajado, Horta está bien comunicado con el resto de Barcelona gracias a la línea 5 del metro y varias líneas de autobús. En resumen, Horta es un barrio que combina historia, naturaleza y vida tranquila, ofreciendo un rincón único dentro de la bulliciosa Barcelona.","{'typology': 'chalet', 'subTypology': 'terracedHouse'}",737,Horta Guinardó,,W-030SGY,,True,False,,True,False,True,{'groupDescription': 'Top'},41.4318866,2.1609687,Barcelona,Horta,False,,False,[],40,sale,,475000.0,4567.0,"{'price': {'amount': 475000.0, 'currencySuffix': '€'}}",108949626,chalet,Barcelona,7,3,{},False,104.0,good,"{'subtitle': 'Horta, Barcelona', 'title': ""Chalet adosado en calle d'Horta""}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/5c/04/1359817365.webp,False,False,https://www.idealista.com/inmueble/108949626/
